URLLength,DomainLength,IsDomainIP,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDigitsInURL,DigitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,IsLegit
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
27,21,0,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0
33,26,0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1
38,21,0,2,1,0,0,0.0,27,0.711,0,0.0,0,0,0,3,0.079,1,0
22,15,0,2,1,0,0,0.0,13,0.591,0,0.0,0,0,0,2,0.091,0,0
25,18,0,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
44,8,0,2,0,0,0,0.0,29,0.659,0,0.0,0,0,0,7,0.159,1,0
25,18,0,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
31,24,0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
31,25,0,2,3,0,0,0.0,17,0.548,0,0.0,0,0,0,3,0.097,0,0
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
25,16,0,3,1,0,0,0.0,14,0.56,0,0.0,0,0,0,3,0.12,1,0
18,11,0,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
37,30,0,2,1,0,0,0.0,23,0.622,0,0.0,0,0,0,2,0.054,1,1
51,29,0,2,2,0,0,0.0,22,0.431,16,0.314,0,0,0,5,0.098,1,0
63,55,0,3,1,0,0,0.0,48,0.762,0,0.0,0,0,0,8,0.127,0,0
27,20,0,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1
20,14,0,3,1,0,0,0.0,5,0.25,3,0.15,0,0,0,1,0.05,0,0
25,18,0,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
20,14,0,3,1,0,0,0.0,7,0.35,1,0.05,0,0,0,1,0.05,0,0
34,25,0,3,1,0,0,0.0,22,0.647,1,0.029,0,0,0,3,0.088,1,0
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
37,29,0,3,1,0,0,0.0,26,0.703,0,0.0,0,0,0,4,0.108,0,0
58,19,0,3,1,0,0,0.0,26,0.448,20,0.345,0,0,0,4,0.069,1,0
31,24,0,2,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
27,19,0,4,0,0,0,0.0,18,0.667,0,0.0,0,0,0,2,0.074,0,0
21,6,0,2,0,0,0,0.0,8,0.381,3,0.143,0,0,0,2,0.095,1,0
33,26,0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
26,20,0,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,0
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
28,19,0,3,0,0,0,0.0,17,0.607,0,0.0,0,0,0,3,0.107,1,0
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
25,18,0,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1
27,17,0,4,0,0,0,0.0,15,0.556,0,0.0,0,0,0,4,0.148,1,0
31,24,0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
32,25,0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1
44,36,0,2,3,0,0,0.0,27,0.614,0,0.0,0,0,0,6,0.136,0,0
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
27,20,0,3,1,0,0,0.0,12,0.444,2,0.074,0,0,0,1,0.037,1,1
23,17,0,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0
26,18,0,3,1,0,0,0.0,16,0.615,0,0.0,0,0,0,3,0.115,0,0
38,30,0,3,1,0,0,0.0,27,0.711,1,0.026,0,0,0,2,0.053,1,0
40,34,0,3,2,0,0,0.0,27,0.675,0,0.0,0,0,0,2,0.05,0,0
32,26,0,3,2,0,0,0.0,18,0.562,1,0.031,0,0,0,2,0.062,0,0
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
61,32,0,3,1,0,0,0.0,45,0.738,0,0.0,0,0,0,9,0.148,0,0
22,15,0,3,1,0,0,0.0,8,0.364,1,0.045,0,0,0,1,0.045,1,1
27,21,0,3,2,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0,0
35,28,0,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,1
64,29,0,2,1,0,0,0.0,51,0.797,0,0.0,0,0,0,6,0.094,0,0
20,14,0,2,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,0
55,20,0,2,1,0,0,0.0,36,0.655,3,0.055,0,0,0,5,0.091,0,0
20,13,0,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1
40,32,0,2,1,0,0,0.0,28,0.7,0,0.0,0,0,0,4,0.1,1,0
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
28,21,0,3,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,1
27,18,0,3,1,0,0,0.0,15,0.556,1,0.037,0,0,0,3,0.111,1,0
26,19,0,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,1
19,13,0,3,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,0
80,7,0,2,0,0,0,0.0,60,0.75,9,0.113,0,0,0,3,0.037,1,0
21,15,0,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,0
28,22,0,3,2,0,0,0.0,15,0.536,0,0.0,0,0,0,2,0.071,0,0
37,28,0,3,1,0,0,0.0,23,0.622,3,0.081,0,0,0,3,0.081,1,0
24,17,0,3,1,0,0,0.0,7,0.292,4,0.167,0,0,0,1,0.042,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
37,28,0,3,1,0,0,0.0,21,0.568,4,0.108,0,0,0,4,0.108,1,0
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
21,15,0,3,2,0,0,0.0,8,0.381,0,0.0,0,0,0,2,0.095,0,0
52,45,0,3,1,0,0,0.0,36,0.692,0,0.0,0,0,0,4,0.077,1,1
41,32,0,3,1,0,0,0.0,27,0.659,1,0.024,0,0,0,5,0.122,1,0
22,16,0,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,0
23,17,0,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0
32,25,0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
28,21,0,3,1,0,0,0.0,12,0.429,3,0.107,0,0,0,1,0.036,1,1
26,19,0,2,2,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,1
34,27,0,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,1
24,7,0,2,0,0,0,0.0,12,0.5,2,0.083,0,0,0,2,0.083,1,0
25,18,0,4,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
49,27,0,4,1,0,0,0.0,36,0.735,0,0.0,0,0,0,6,0.122,0,0
26,20,0,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,0
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
53,36,0,3,3,0,0,0.0,34,0.642,0,0.0,0,0,0,7,0.132,1,0
19,12,0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
30,23,0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
102,7,0,2,0,0,0,0.0,72,0.706,16,0.157,0,0,0,6,0.059,1,0
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
41,34,0,2,1,0,0,0.0,32,0.78,0,0.0,0,0,0,2,0.049,0,0
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
25,19,0,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,1,0
64,16,0,3,0,0,0,0.0,46,0.719,6,0.094,0,0,0,4,0.062,1,0
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
28,21,0,2,2,0,0,0.0,15,0.536,0,0.0,0,0,0,2,0.071,0,0
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
30,23,0,2,3,0,0,0.0,15,0.5,0,0.0,0,0,0,3,0.1,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
29,23,0,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0,0
23,16,0,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
55,49,0,3,4,0,0,0.0,25,0.455,13,0.236,0,0,0,6,0.109,0,0
16,10,0,2,1,0,0,0.0,3,0.188,1,0.062,0,0,0,1,0.062,0,0
100,15,0,2,1,0,0,0.0,77,0.77,8,0.08,0,0,0,7,0.07,1,0
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
41,25,0,2,2,0,0,0.0,28,0.683,0,0.0,0,0,0,5,0.122,1,0
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
30,22,0,3,1,0,0,0.0,16,0.533,3,0.1,0,0,0,3,0.1,1,0
19,12,0,3,1,0,0,0.0,5,0.263,1,0.053,0,0,0,1,0.053,1,1
19,12,0,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
27,20,0,2,2,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1
24,15,0,3,0,0,0,0.0,13,0.542,1,0.042,0,0,0,2,0.083,1,0
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
34,28,0,4,1,0,0,0.0,22,0.647,0,0.0,0,0,0,1,0.029,0,0
19,12,0,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
41,34,0,3,1,0,0,0.0,28,0.683,0,0.0,0,0,0,1,0.024,1,1
33,26,0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1
26,19,0,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
27,18,0,3,1,0,0,0.0,15,0.556,1,0.037,0,0,0,3,0.111,1,0
20,13,0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1
62,52,0,3,3,0,0,0.0,45,0.726,0,0.0,0,0,0,6,0.097,0,0
24,17,0,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,1
21,14,0,2,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
20,13,0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1
239,14,0,3,1,0,0,0.0,196,0.82,29,0.121,0,1,0,5,0.025,1,0
35,28,0,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
21,14,0,2,2,0,0,0.0,7,0.333,0,0.0,0,0,0,2,0.095,1,1
18,11,0,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,1
45,36,0,3,2,0,0,0.0,31,0.689,0,0.0,0,0,0,6,0.133,1,0
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
95,19,0,2,1,0,0,0.0,56,0.589,20,0.211,0,0,0,11,0.116,1,0
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
22,15,0,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
25,19,0,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0,0
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
36,29,0,3,4,0,0,0.0,21,0.583,0,0.0,0,0,0,4,0.111,0,0
26,19,0,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,0
462,13,1,3,2,0,0,0.0,295,0.639,92,0.199,10,3,0,39,0.113,1,0
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
34,27,0,2,2,0,0,0.0,19,0.559,0,0.0,0,0,0,3,0.088,1,1
31,24,0,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,0
52,43,0,3,2,0,0,0.0,30,0.577,8,0.154,0,0,0,6,0.115,1,0
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
19,12,0,3,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,1
56,47,0,2,2,0,0,0.0,24,0.429,16,0.286,0,0,0,8,0.143,1,0
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
29,22,0,3,1,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,1
28,22,0,3,1,0,0,0.0,16,0.571,0,0.0,0,0,0,1,0.036,0,0
76,7,0,2,0,0,0,0.0,56,0.737,8,0.105,0,1,0,3,0.053,1,0
25,19,0,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0,0
25,18,0,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
165,15,0,3,1,0,0,0.0,125,0.758,15,0.091,3,1,0,13,0.103,1,0
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
20,13,0,2,1,0,0,0.0,6,0.3,2,0.1,0,0,0,1,0.05,0,0
31,24,0,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
92,19,0,3,0,0,0,0.0,72,0.783,8,0.087,0,0,0,4,0.043,1,0
18,11,0,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,1
22,15,0,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1
35,27,0,2,2,0,0,0.0,17,0.486,7,0.2,0,0,0,4,0.114,0,0
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
30,23,0,3,1,0,0,0.0,16,0.533,0,0.0,0,0,0,2,0.067,1,1
18,11,0,3,0,0,0,0.0,10,0.556,0,0.0,0,0,0,1,0.056,0,0
33,27,0,3,2,0,0,0.0,20,0.606,0,0.0,0,0,0,2,0.061,0,0
30,22,0,3,1,0,0,0.0,20,0.667,0,0.0,0,0,0,3,0.1,0,0
22,15,0,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
27,20,0,2,3,0,0,0.0,12,0.444,0,0.0,0,0,0,3,0.111,1,1
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
89,25,0,3,1,0,0,0.0,70,0.787,0,0.0,0,0,0,11,0.124,1,0
22,15,0,3,1,0,0,0.0,7,0.318,3,0.136,0,0,0,1,0.045,0,0
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
35,26,0,3,1,0,0,0.0,23,0.657,1,0.029,0,0,0,3,0.086,1,0
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
31,24,0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1
24,17,0,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,1
38,30,0,3,1,0,0,0.0,26,0.684,1,0.026,0,0,0,3,0.079,1,0
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
27,21,0,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,0
28,19,0,3,0,0,0,0.0,17,0.607,0,0.0,0,0,0,3,0.107,1,0
23,16,0,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
23,16,0,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
17,10,0,2,1,0,0,0.0,5,0.294,0,0.0,0,0,0,1,0.059,0,0
17,10,0,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
54,46,0,3,1,0,0,0.0,33,0.611,10,0.185,0,0,0,3,0.056,1,0
32,25,0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1
31,24,0,3,1,0,0,0.0,18,0.581,1,0.032,0,0,0,1,0.032,0,0
33,26,0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1
33,26,0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1
30,23,0,2,2,0,0,0.0,15,0.5,0,0.0,0,0,0,3,0.1,1,1
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
53,41,0,4,2,0,0,0.0,27,0.509,10,0.189,0,0,0,9,0.17,0,0
17,10,0,2,1,0,0,0.0,4,0.235,0,0.0,0,0,0,1,0.059,1,1
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
22,15,0,2,2,0,0,0.0,8,0.364,0,0.0,0,0,0,2,0.091,1,1
32,13,0,2,2,0,0,0.0,19,0.594,0,0.0,0,0,0,5,0.156,1,0
32,25,0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
21,14,0,2,1,0,0,0.0,5,0.238,3,0.143,0,0,0,1,0.048,1,1
19,6,0,2,0,0,0,0.0,9,0.474,1,0.053,0,0,0,2,0.105,0,0
34,25,0,3,1,0,0,0.0,23,0.676,0,0.0,0,0,0,3,0.088,1,0
27,19,0,3,1,0,0,0.0,14,0.519,2,0.074,0,0,0,3,0.111,1,0
34,25,0,3,1,0,0,0.0,23,0.676,0,0.0,0,0,0,3,0.088,1,0
33,25,0,3,1,0,0,0.0,22,0.667,0,0.0,0,0,0,3,0.091,1,0
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
40,34,0,4,1,0,0,0.0,26,0.65,0,0.0,0,0,0,3,0.075,0,0
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
45,30,0,3,1,0,0,0.0,30,0.667,3,0.067,0,0,0,4,0.089,1,0
25,18,0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1
38,31,0,3,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,1,1
34,25,0,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,0
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
20,13,0,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
116,7,0,2,0,0,0,0.0,94,0.81,4,0.034,1,1,0,8,0.086,1,0
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
32,25,0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,1
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
26,20,0,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,0
30,23,0,2,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1
24,18,0,3,2,0,0,0.0,11,0.458,0,0.0,0,0,0,2,0.083,0,0
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
23,16,0,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0
23,17,0,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,0
30,24,0,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0,0
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
56,22,0,2,2,0,0,0.0,41,0.732,0,0.0,0,0,0,7,0.125,1,0
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
29,22,0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
27,20,0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1
31,25,0,3,1,0,0,0.0,19,0.613,0,0.0,0,0,0,1,0.032,0,0
44,35,0,3,1,0,0,0.0,31,0.705,2,0.045,0,0,0,3,0.068,1,0
21,15,0,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,0
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
99,19,0,2,1,0,0,0.0,55,0.556,25,0.253,0,0,0,11,0.111,1,0
23,16,0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,1
28,21,0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
21,15,0,3,1,0,0,0.0,9,0.429,0,0.0,0,0,0,1,0.048,0,0
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
36,29,0,2,1,0,0,0.0,22,0.611,0,0.0,0,0,0,3,0.083,0,0
33,26,0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1
49,41,0,2,1,0,0,0.0,34,0.694,2,0.041,0,0,0,5,0.102,1,0
30,22,0,3,1,0,0,0.0,16,0.533,4,0.133,0,0,0,3,0.1,0,0
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
26,20,0,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,0
34,27,0,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,1
29,22,0,4,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1
28,21,0,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1
45,37,0,3,1,0,0,0.0,32,0.711,3,0.067,0,0,0,2,0.044,1,0
29,22,0,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,1
20,13,0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1
26,19,0,3,1,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,1
18,11,0,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,1
22,15,0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1
33,26,0,2,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1
35,27,0,2,2,0,0,0.0,20,0.571,0,0.0,0,0,0,4,0.114,0,0
93,20,0,5,1,0,0,0.0,70,0.753,11,0.118,0,0,0,4,0.043,1,0
21,14,0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,1
20,13,0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1
24,17,0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1
33,27,0,3,1,0,0,0.0,21,0.636,0,0.0,0,0,0,1,0.03,0,0
34,28,0,3,1,0,0,0.0,22,0.647,0,0.0,0,0,0,1,0.029,0,0
24,17,0,3,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,1
26,19,0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1
44,35,0,2,1,0,0,0.0,28,0.636,4,0.091,0,0,0,4,0.091,1,0
