URLLength,DomainLength,IsDomainIP,CharContinuationRate,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDigitsInURL,DigitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpecialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,URLTitleMatchScore,HasFavicon,Robots,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,IsLegit
46,32,0,0.448275862,2,2,0,0,0.0,32,0.696,1,0.022,0,0,0,5,0.109,1,60,138,1,0.0,0,0,0,1,0,1,0
26,20,0,1.0,2,2,0,0,0.0,7,0.269,6,0.231,0,0,0,2,0.077,0,2,34,0,0.0,0,0,0,0,0,0,0
23,16,0,1.0,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,2408,25571,1,0.0,0,1,90,134,3,147,1
38,31,0,1.0,8,1,0,0,0.0,25,0.658,0,0.0,0,0,0,1,0.026,1,2005,2692,0,0.0,0,0,17,36,0,11,1
32,24,0,0.75,3,1,0,0,0.0,19,0.594,3,0.094,0,0,0,2,0.062,1,2,41,0,0.0,0,0,0,0,0,0,0
24,17,0,0.555555556,3,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,777,1536,1,0.0,1,0,7,27,1,102,1
26,20,0,0.666666667,3,2,0,0,0.0,13,0.5,0,0.0,0,0,0,2,0.077,0,2,481,1,0.0,0,0,0,0,0,0,0
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,800,1173,1,100.0,1,0,15,49,0,14,1
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,3219,7077,1,100.0,1,0,13,108,0,156,1
29,22,0,1.0,3,1,0,0,0.0,17,0.586,0,0.0,0,0,0,1,0.034,0,530,9381,1,100.0,0,1,7,0,0,35,0
34,27,0,1.0,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,2490,8047,1,100.0,0,1,34,239,6,247,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,678,3085,1,100.0,0,0,39,140,8,17,1
39,32,0,0.75,3,2,0,0,0.0,25,0.641,0,0.0,0,0,0,2,0.051,1,5424,1088,1,0.0,0,0,40,164,26,177,1
30,23,0,1.0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,975,262,1,100.0,1,0,11,33,2,8,1
35,28,0,0.523809524,2,2,0,0,0.0,20,0.571,0,0.0,0,0,0,3,0.086,1,756,2102,1,0.0,0,1,17,142,1,146,1
35,26,0,0.590909091,3,1,0,0,0.0,22,0.629,2,0.057,0,0,0,3,0.086,1,108,8125,1,0.0,0,0,0,0,0,3,0
74,37,0,0.454545455,3,2,0,0,0.0,47,0.635,10,0.135,0,0,0,9,0.122,1,156,24294,0,0.0,0,0,7,0,0,0,0
20,13,0,1.0,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,3884,9822,1,0.0,1,1,22,496,17,553,1
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,631,372,1,100.0,1,0,9,57,3,9,1
32,26,0,0.5,3,1,0,0,0.0,18,0.562,0,0.0,0,0,0,3,0.094,0,9,51,1,100.0,0,0,0,0,0,0,0
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,4689,12429,1,100.0,1,0,18,138,0,241,1
24,17,0,1.0,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,2,2826,1,100.0,0,0,1,1,0,1,0
22,15,0,1.0,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,2524,17941,1,87.5,1,1,27,166,23,168,1
25,18,0,1.0,3,1,0,0,0.0,8,0.32,4,0.16,0,0,0,1,0.04,1,742,5679,1,100.0,0,0,17,0,0,19,1
22,16,0,1.0,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,9,75,1,100.0,0,0,0,1,0,1,0
19,13,0,1.0,2,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,2,474,1,100.0,0,0,0,0,0,0,0
54,46,0,0.738095238,3,1,0,0,0.0,44,0.815,0,0.0,0,0,0,2,0.037,1,108,8125,1,0.0,0,0,0,0,0,3,0
43,35,0,0.612903226,3,1,0,0,0.0,33,0.767,0,0.0,0,0,0,2,0.047,1,50,5151,1,0.0,1,0,6,2,0,2,0
33,26,0,1.0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,1100,12239,1,100.0,0,1,28,110,0,133,1
40,32,0,0.678571429,3,1,0,0,0.0,28,0.7,2,0.05,0,0,0,2,0.05,1,98,292,1,0.0,0,0,0,0,0,0,0
45,4,0,1.0,2,0,0,0,0.0,32,0.711,0,0.0,0,1,0,4,0.111,1,15,2847,1,97.05882353,0,1,2,1,0,1,0
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,300,510,1,100.0,0,1,1,23,0,12,1
33,26,0,1.0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,3338,18987,1,100.0,1,0,28,142,0,7,1
45,26,0,0.52173913,2,1,0,0,0.0,23,0.511,8,0.178,0,0,0,6,0.133,1,198,869,1,0.0,0,0,0,0,0,2,0
19,13,0,1.0,3,1,0,0,0.0,7,0.368,0,0.0,0,0,0,1,0.053,0,2,28,0,0.0,0,0,0,0,0,0,0
23,16,0,1.0,2,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,468,9381,1,88.88888889,1,1,14,48,0,59,1
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,818,1911,1,100.0,1,0,17,266,11,272,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,174,305,1,100.0,0,0,0,0,0,3,1
26,20,0,1.0,2,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,2,35,0,0.0,0,0,0,0,0,0,0
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,2008,4275,1,100.0,1,0,12,66,0,92,1
26,19,0,1.0,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,2,35,0,0.0,0,0,0,0,0,0,0
18,11,0,1.0,3,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,706,1226,1,100.0,1,1,30,80,2,70,1
21,14,0,1.0,3,1,0,0,0.0,7,0.333,1,0.048,0,0,0,1,0.048,1,260,280,1,100.0,1,0,3,2,0,14,1
27,21,0,1.0,3,1,0,0,0.0,15,0.556,0,0.0,0,0,0,1,0.037,0,2,37,0,0.0,0,0,0,0,0,0,0
32,25,0,0.823529412,3,1,0,0,0.0,18,0.562,0,0.0,0,0,0,2,0.062,1,795,2450,1,100.0,0,0,18,88,10,19,1
33,26,0,1.0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,728,8047,1,100.0,0,1,27,114,1,136,1
40,31,0,0.740740741,3,1,0,0,0.0,20,0.5,8,0.2,0,0,0,4,0.1,1,7,67,0,3.703703704,0,0,0,0,0,1,0
71,13,0,1.0,2,1,0,0,0.0,31,0.437,24,0.338,0,0,0,5,0.07,0,148,158,1,0.0,1,0,9,0,0,1,0
32,25,0,1.0,3,1,0,0,0.0,19,0.594,0,0.0,0,0,0,1,0.031,1,2201,3710,1,100.0,0,0,15,178,4,167,1
30,24,0,1.0,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0,4,66,0,0.0,0,0,0,1,0,1,0
23,17,0,0.5,2,1,0,0,0.0,8,0.348,3,0.13,0,0,0,1,0.043,0,2,32,0,0.0,0,0,0,0,0,0,0
44,35,0,0.40625,2,1,0,0,0.0,31,0.705,0,0.0,0,0,0,5,0.114,1,141,161,1,0.0,0,0,0,0,0,3,0
26,19,0,1.0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,4349,15313,1,100.0,0,0,8,71,1,66,1
24,17,0,0.8,2,2,0,0,0.0,10,0.417,0,0.0,0,0,0,2,0.083,1,3458,636,1,0.0,0,0,15,141,3,31,1
404,12,1,0.444444444,2,2,0,0,0.0,274,0.678,66,0.163,8,1,0,32,0.101,1,2,1638,1,0.0,0,0,0,0,0,0,0
35,28,0,0.32,2,1,0,0,0.0,24,0.686,0,0.0,0,0,0,4,0.114,0,9,87,1,0.0,0,0,0,1,0,1,0
31,24,0,1.0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,998,7348,1,100.0,0,0,45,130,0,47,1
26,19,0,1.0,3,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,2,35,0,0.0,0,0,0,0,0,0,0
29,23,0,0.733333333,3,2,0,0,0.0,14,0.483,2,0.069,0,0,0,2,0.069,0,9,50,1,0.0,0,0,0,0,0,0,0
22,16,0,1.0,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,2,32,0,0.0,0,0,0,0,0,0,0
28,21,0,1.0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1251,11613,1,100.0,0,0,31,107,2,13,1
29,22,0,0.785714286,3,1,0,0,0.0,15,0.517,1,0.034,0,0,0,1,0.034,1,338,9381,1,100.0,1,1,11,44,2,50,1
18,11,0,1.0,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,3666,9458,1,100.0,1,1,21,262,20,272,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,481,569,1,100.0,1,0,22,49,0,21,1
22,15,0,1.0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1120,467,1,100.0,1,0,3,83,0,17,1
199,82,0,0.435897436,3,1,0,0,0.0,148,0.744,11,0.055,1,1,0,18,0.101,1,6,208,0,0.591715976,0,1,0,0,0,0,0
35,28,0,1.0,3,1,0,0,0.0,22,0.629,0,0.0,0,0,0,1,0.029,1,273,510,1,0.0,0,0,3,2,0,5,1
36,29,0,1.0,3,1,0,0,0.0,23,0.639,0,0.0,0,0,0,1,0.028,1,2870,4642,1,100.0,0,0,4,55,0,27,1
20,13,0,1.0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1192,3203,1,100.0,0,0,21,61,0,72,1
31,24,0,1.0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,2258,36376,1,100.0,1,1,8,291,0,43,1
42,13,0,1.0,2,0,0,0,0.0,19,0.452,12,0.286,0,0,0,3,0.071,1,12,51,1,96.66666667,0,0,0,0,0,0,0
19,13,0,1.0,3,1,0,0,0.0,4,0.211,3,0.158,0,0,0,1,0.053,0,3,99,1,100.0,0,0,0,0,0,1,0
22,15,0,1.0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1483,1820,1,100.0,1,1,14,149,0,162,1
22,15,0,1.0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,1017,452,1,100.0,1,0,19,12,11,16,1
24,18,0,0.818181818,2,1,0,0,0.0,11,0.458,0,0.0,0,0,0,2,0.083,0,20,212,1,100.0,0,0,0,0,0,0,0
34,26,0,0.545454545,3,1,0,0,0.0,23,0.676,0,0.0,0,0,0,3,0.088,1,2,628,0,0.0,1,0,1,0,0,1,0
30,23,0,1.0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,8070,2876,1,100.0,1,0,19,138,7,9,1
37,30,0,0.695652174,2,3,0,0,0.0,22,0.595,0,0.0,0,0,0,3,0.081,1,435,130,1,0.0,1,0,8,63,0,10,1
26,19,0,1.0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,1073,8047,1,100.0,0,1,12,150,19,182,1
19,10,0,1.0,3,0,0,0,0.0,9,0.474,0,0.0,0,0,0,2,0.105,1,13,73,1,100.0,0,0,0,0,0,1,0
26,19,0,0.7,4,1,0,0,0.0,12,0.462,0,0.0,0,0,0,2,0.077,1,713,1034,1,100.0,1,1,2,36,0,8,1
28,22,0,0.714285714,3,2,0,0,0.0,12,0.429,3,0.107,0,0,0,2,0.071,0,169,184,1,0.0,0,1,0,0,0,0,0
31,24,0,1.0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,829,826,1,100.0,0,0,35,50,18,10,1
26,19,0,1.0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,3927,461,1,100.0,0,0,12,245,0,274,1
98,42,0,0.230769231,2,1,0,0,0.0,78,0.796,0,0.0,0,0,0,12,0.122,1,15,155,1,0.0,0,0,0,0,0,0,0
35,28,0,0.6,3,1,0,0,0.0,21,0.6,0,0.0,0,0,0,2,0.057,1,652,1746,1,100.0,0,0,3,127,0,151,1
21,15,0,0.714285714,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,2,0.095,0,2,2826,1,100.0,0,0,1,1,0,1,0
37,21,0,0.588235294,3,1,0,0,0.0,25,0.676,0,0.0,0,0,0,4,0.108,1,64,151,1,0.0,0,1,8,3,0,1,0
41,33,0,0.655172414,3,1,0,0,0.0,24,0.585,7,0.171,0,0,0,2,0.049,1,108,8125,1,0.0,0,0,0,0,0,3,0
21,14,0,1.0,2,1,0,0,0.0,6,0.286,2,0.095,0,0,0,1,0.048,1,381,519,1,100.0,1,1,4,15,0,16,1
34,27,0,1.0,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,3371,9381,1,0.0,0,1,34,109,5,118,1
20,13,0,1.0,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,975,390,1,0.0,1,0,12,68,3,15,1
18,12,0,1.0,2,1,0,0,0.0,6,0.333,0,0.0,0,0,0,1,0.056,0,9,51,1,100.0,0,0,0,0,0,0,0
29,22,0,1.0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,2056,3030,1,0.0,1,1,18,74,0,6,1
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,2060,8485,1,0.0,0,1,40,45,4,48,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,871,400,1,100.0,1,0,16,67,0,4,1
44,32,0,0.896551724,2,1,0,0,0.0,34,0.773,0,0.0,0,0,0,3,0.068,0,187,190,1,0.0,0,0,0,0,0,0,0
23,10,0,1.0,3,0,0,0,0.0,13,0.565,1,0.043,0,0,0,2,0.087,0,9,50,1,100.0,0,0,0,0,0,0,0
19,12,0,0.75,3,1,0,0,0.0,5,0.263,0,0.0,0,0,0,2,0.105,1,2148,2711,1,100.0,0,0,4,13,0,16,1
31,14,0,1.0,3,0,0,0,0.0,19,0.613,1,0.032,0,0,0,3,0.097,1,5,44,0,0.0,0,0,0,0,0,0,0
44,18,0,0.6,2,1,0,0,0.0,31,0.705,0,0.0,0,0,0,5,0.114,1,11,120,0,0.0,0,0,0,0,0,0,0
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,23,14332,0,0.0,0,0,0,0,0,0,0
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,7526,14394,1,100.0,1,0,12,122,0,14,1
46,37,0,0.393939394,3,4,0,0,0.0,28,0.609,4,0.087,0,0,0,6,0.13,1,2,321,1,0.0,0,0,0,0,0,0,0
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,8853,15350,1,100.0,1,0,12,117,0,27,1
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,5492,15173,1,100.0,1,0,16,165,1,69,1
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,3822,15684,1,100.0,1,0,29,90,0,26,1
30,21,0,0.823529412,3,1,0,0,0.0,19,0.633,0,0.0,0,0,0,3,0.1,1,2,1186,1,0.0,0,0,1,0,0,1,0
28,21,0,0.785714286,2,2,0,0,0.0,14,0.5,0,0.0,0,0,0,2,0.071,1,1155,826,1,0.0,1,0,2,58,0,62,1
22,15,0,1.0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,262,251,1,100.0,0,0,4,24,0,23,1
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,3007,7522,1,100.0,1,0,10,166,0,184,1
31,24,0,0.823529412,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,659,2668,1,0.0,1,0,30,42,5,59,1
43,27,0,0.695652174,3,1,0,0,0.0,29,0.674,2,0.047,0,0,0,4,0.093,1,64,151,1,0.0,0,1,8,3,0,1,0
26,18,0,0.642857143,3,1,0,0,0.0,15,0.577,1,0.038,0,0,0,2,0.077,1,66,3018,1,0.0,0,0,2,2,0,0,0
229,76,0,0.236111111,3,3,0,0,0.0,148,0.646,46,0.201,3,1,1,22,0.118,1,2,308,0,0.465116279,0,0,0,0,0,0,0
27,20,0,1.0,2,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1885,32483,1,100.0,1,1,4,109,1,74,1
25,18,0,0.8,3,1,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,707,12160,1,100.0,1,1,12,41,4,33,1
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1146,6513,1,100.0,1,1,35,115,5,124,1
31,24,0,1.0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,4738,3226,1,0.0,0,1,36,240,3,294,1
26,19,0,1.0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,8150,19040,1,100.0,1,0,19,304,2,350,1
30,23,0,1.0,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0,9,82,1,100.0,0,0,0,1,0,1,0
55,16,0,1.0,3,1,0,0,0.0,34,0.618,3,0.055,0,0,0,6,0.109,1,118,1948,1,100.0,0,0,6,0,0,3,0
20,13,0,1.0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,492,1046,1,100.0,1,0,12,65,0,23,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,1166,15035,1,100.0,1,1,18,86,14,97,1
33,26,0,1.0,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,212,492,1,100.0,0,1,1,26,0,28,1
18,9,0,1.0,2,0,0,0,0.0,8,0.444,0,0.0,0,0,0,2,0.111,1,2,26,0,0.0,0,0,0,0,0,0,0
22,15,0,1.0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,846,413,1,100.0,1,0,5,15,1,10,1
26,20,0,1.0,3,1,0,0,0.0,11,0.423,3,0.115,0,0,0,1,0.038,0,9,38,1,100.0,0,0,0,0,0,0,0
22,16,0,1.0,3,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,15,155,1,100.0,0,0,0,0,0,0,0
37,30,0,0.590909091,3,1,0,0,0.0,23,0.622,0,0.0,0,0,0,2,0.054,1,1736,4712,1,100.0,1,0,25,207,2,213,1
22,15,0,1.0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,2385,9427,1,100.0,1,1,13,212,1,31,1
28,21,0,1.0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1903,9381,1,100.0,0,1,14,61,0,75,1
28,21,0,1.0,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,14371,13032,1,0.0,0,0,4,222,0,231,1
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,963,522,1,100.0,1,0,21,92,2,19,1
25,19,0,0.636363636,3,2,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0,27,75,1,0.0,0,0,0,0,0,2,0
30,23,0,1.0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,753,9381,1,100.0,1,1,17,111,0,116,1
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,1519,1074,1,100.0,1,0,63,169,0,101,1
35,26,0,0.545454545,3,1,0,0,0.0,16,0.457,7,0.2,0,0,0,4,0.114,1,129,368,1,0.0,0,1,1,3,0,0,0
55,47,0,0.204545455,2,2,0,0,0.0,23,0.418,17,0.309,0,0,0,7,0.127,1,198,869,1,0.0,0,0,0,0,0,2,0
19,12,0,1.0,2,1,0,0,0.0,6,0.316,0,0.0,0,0,0,1,0.053,1,835,9381,1,100.0,1,1,33,113,13,123,1
18,11,0,1.0,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,2351,30648,1,75.0,1,0,10,8,0,133,1
27,20,0,0.583333333,3,1,0,0,0.0,13,0.481,0,0.0,0,0,0,2,0.074,1,1679,26346,1,100.0,1,1,20,55,5,54,1
20,13,0,0.666666667,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,741,301,1,0.0,0,0,17,266,4,243,1
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,3481,5232,1,100.0,1,0,6,96,1,118,1
23,17,0,0.777777778,3,1,0,0,0.0,10,0.435,1,0.043,0,0,0,1,0.043,0,2,33,0,0.0,0,0,0,0,0,0,0
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,821,927,1,100.0,1,1,12,80,4,71,1
48,39,0,0.342857143,3,2,0,0,0.0,29,0.604,5,0.104,0,0,0,6,0.125,1,2,67,0,2.857142857,0,0,0,0,0,1,0
22,15,0,1.0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,908,9381,1,100.0,1,1,16,64,16,72,1
37,29,0,0.76,3,1,0,0,0.0,27,0.73,0,0.0,0,0,0,2,0.054,1,129,368,1,0.0,0,1,1,3,0,0,0
29,22,0,0.8,2,2,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,1045,9381,1,0.0,1,1,32,207,2,203,1
26,19,0,1.0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,341,1210,1,100.0,0,1,2,14,0,10,1
26,19,0,1.0,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,264,444,1,100.0,1,0,1,35,0,40,1
28,21,0,1.0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,259,236,1,100.0,1,0,19,13,1,6,1
27,21,0,0.615384615,3,2,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0,16,50,1,0.0,0,0,0,0,0,0,0
53,32,0,0.357142857,3,4,0,0,0.0,34,0.642,3,0.057,1,1,0,6,0.151,1,13,107,1,0.0,0,0,0,0,0,0,0
23,16,0,0.777777778,2,2,0,0,0.0,9,0.391,0,0.0,0,0,0,2,0.087,1,6079,1068,1,0.0,1,1,8,186,0,162,1
23,17,0,0.777777778,3,2,0,0,0.0,9,0.391,1,0.043,0,0,0,2,0.087,0,2,32,0,0.0,0,0,0,0,0,0,0
22,15,0,1.0,2,1,0,0,0.0,10,0.455,0,0.0,0,0,0,1,0.045,0,2,31,0,0.0,0,0,0,0,0,0,0
22,15,0,1.0,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,2199,26341,1,100.0,0,1,48,120,3,152,1
70,10,0,1.0,2,0,0,0,0.0,38,0.543,20,0.286,0,0,0,4,0.057,1,2,79,0,1.785714286,0,0,0,0,0,0,0
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,271,277,1,100.0,1,0,4,74,0,65,1
21,14,0,1.0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,561,1746,1,100.0,0,0,23,117,0,119,1
41,35,0,0.407407407,3,3,0,0,0.0,23,0.561,2,0.049,0,0,0,5,0.122,0,10,55,0,0.0,0,0,0,0,0,0,0
31,24,0,1.0,3,1,0,0,0.0,18,0.581,0,0.0,0,0,0,1,0.032,1,1052,591,1,87.5,1,0,2,62,2,121,1
20,13,0,1.0,3,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,1537,1447,1,100.0,1,0,18,67,0,35,1
23,16,0,1.0,3,1,0,0,0.0,10,0.435,0,0.0,0,0,0,1,0.043,1,807,2227,1,100.0,1,1,8,0,0,5,1
20,13,0,1.0,2,1,0,0,0.0,7,0.35,0,0.0,0,0,0,1,0.05,1,353,9381,1,100.0,1,1,10,92,0,54,1
27,20,0,1.0,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,916,9211,1,100.0,0,1,21,165,1,88,1
24,17,0,0.692307692,3,1,0,0,0.0,15,0.625,0,0.0,0,0,0,2,0.083,0,2,843,1,0.0,0,0,1,0,0,1,0
30,24,0,1.0,3,1,0,0,0.0,18,0.6,0,0.0,0,0,0,1,0.033,0,9,83,1,100.0,0,0,0,1,0,1,0
31,24,0,0.823529412,2,2,0,0,0.0,17,0.548,0,0.0,0,0,0,2,0.065,1,1119,891,1,0.0,1,0,18,154,2,171,1
24,17,0,0.777777778,3,2,0,0,0.0,8,0.333,3,0.125,0,0,0,2,0.083,0,62,544,1,0.0,0,0,2,0,0,9,0
28,21,0,1.0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1316,3959,1,100.0,0,0,16,20,0,10,1
20,13,0,0.666666667,2,2,0,0,0.0,6,0.3,0,0.0,0,0,0,2,0.1,1,3506,526,1,0.0,1,1,11,353,0,9,1
28,21,0,1.0,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1511,4527,1,100.0,0,0,12,49,1,2,1
25,18,0,1.0,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,739,6314,1,100.0,0,0,3,22,1,28,1
23,16,0,1.0,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,2,32,0,0.0,0,0,0,0,0,0,0
29,22,0,1.0,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1686,36376,1,100.0,1,0,26,190,1,17,1
34,11,0,1.0,3,0,0,0,0.0,24,0.706,0,0.0,0,0,0,2,0.059,1,13,175,1,100.0,0,0,0,1,0,1,0
25,18,0,0.6,3,1,0,0,0.0,11,0.44,1,0.04,0,0,0,1,0.04,1,1104,3166,1,100.0,0,1,29,57,0,67,1
24,17,0,1.0,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,548,10389,1,100.0,0,0,38,19,0,8,1
21,14,0,1.0,3,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,404,198,1,100.0,1,0,13,48,5,49,1
30,23,0,1.0,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,1024,1820,1,0.0,1,1,28,68,0,72,1
45,36,0,0.515151515,2,1,0,0,0.0,33,0.733,0,0.0,0,0,0,4,0.089,1,13,73,1,0.0,0,0,0,1,0,0,0
23,17,0,0.7,2,2,0,0,0.0,10,0.435,0,0.0,0,0,0,2,0.087,0,11,78,1,0.0,0,0,0,0,0,1,0
22,16,0,0.666666667,2,1,0,0,0.0,9,0.409,0,0.0,0,0,0,2,0.091,0,16,200,1,0.0,0,0,0,0,0,0,0
